8,Female,Living together or not married,45 thru 54,35 thru 44,Professional/Managerial,More than ten years,Not Married,two,None,Own,House,White,English
1,Female,Single or never married,14 thru 17,18 thru 24,Student or HS or College,NA,Not Married,five,one,Live with Parents/Family,House,White,English
8,Female,Married,35 thru 44,45 thru 54,Clerical/Service Worker,Four to six years,Yes,four,two,Own,House,White,English
7,Female,NA,35 thru 44,25 thru 34,NA,NA,No,four,two,Own,House,White,NA
6,Female,Divorced or separated,25 thru 34,35 thru 44,Homemaker,More than ten years,Not Married,four,three,Rent,Condominium,White,English
8,Male,Married,55 thru 64,35 thru 44,Retired,More than ten years,No,NA,None,NA,NA,NA,NA
4,Female,Married,45 thru 54,55 thru 64,Clerical/Service Worker,More than ten years,No,three,None,Own,House,White,English
9,Female,Married,45 thru 54,45 thru 54,Professional/Managerial,More than ten years,Yes,two,None,Own,House,White,English
1,Male,Single or never married,14 thru 17,14 thru 17,Unemployed,More than ten years,Not Married,five,three,Live with Parents/Family,House,Hispanic,English
8,Female,Married,45 thru 54,35 thru 44,Professional/Managerial,Seven to ten years,Yes,five,one,Own,House,White,English
8,Female,Married,55 thru 64,35 thru 44,Professional/Managerial,More than ten years,No,two,None,Own,House,White,English
1,Female,Single or never married,14 thru 17,18 thru 24,Student or HS or College,NA,Not Married,eight,six,Live with Parents/Family,NA,White,English
9,Female,Married,45 thru 54,55 thru 64,Homemaker,One to three years,No,three,None,Own,House,White,English
1,Female,Single or never married,14 thru 17,18 thru 24,Student or HS or College,Four to six years,Not Married,five,three,Live with Parents/Family,Apartment,Asian,Other
7,Male,Married,35 thru 44,35 thru 44,Professional/Managerial,Seven to ten years,Yes,six,two,Rent,House,White,English
9,Male,Married,35 thru 44,55 thru 64,Professional/Managerial,Four to six years,Yes,five,three,Own,House,White,English
7,Male,Married,65 and Over,25 thru 34,Professional/Managerial,More than ten years,No,two,None,Own,House,White,English
7,Male,Married,65 and Over,55 thru 64,Professional/Managerial,More than ten years,No,three,None,Own,House,White,English
4,Male,Single or never married,18 thru 24,35 thru 44,Professional/Managerial,NA,Not Married,seven,None,Rent,Condominium,White,English
7,Female,Divorced or separated,45 thru 54,35 thru 44,Professional/Managerial,Seven to ten years,Not Married,two,None,Own,House,White,English
1,Female,Single or never married,25 thru 34,55 thru 64,Student or HS or College,More than ten years,Not Married,seven,one,Live with Parents/Family,House,White,English
7,Male,Married,65 and Over,25 thru 34,Retired,More than ten years,No,three,None,Own,House,White,English
1,Male,Single or never married,18 thru 24,35 thru 44,Unemployed,One to three years,Not Married,NA,None,Rent,Apartment,Black,English
5,Male,Married,65 and Over,25 thru 34,Retired,More than ten years,No,two,None,Own,House,White,English
9,Female,Married,35 thru 44,55 thru 64,Professional/Managerial,Four to six years,Yes,four,two,Own,House,White,English
2,Female,Single or never married,14 thru 17,18 thru 24,Clerical/Service Worker,Four to six years,Not Married,two,one,Live with Parents/Family,NA,White,English
2,Female,Single or never married,14 thru 17,18 thru 24,Clerical/Service Worker,More than ten years,Not Married,three,two,Live with Parents/Family,Apartment,Hispanic,English
8,Male,Married,55 thru 64,35 thru 44,Retired,More than ten years,No,two,None,Own,House,White,English
8,Female,Married,35 thru 44,35 thru 44,Homemaker,More than ten years,No,four,None,Own,House,White,English
9,Female,Married,35 thru 44,45 thru 54,Professional/Managerial,More than ten years,Yes,two,None,Own,House,White,English
9,Female,Married,25 thru 34,45 thru 54,Professional/Managerial,Four to six years,Yes,two,None,Own,Other,White,English
9,Female,Married,35 thru 44,55 thru 64,Professional/Managerial,More than ten years,Yes,three,one,Own,House,White,English
9,Male,Married,35 thru 44,55 thru 64,Professional/Managerial,More than ten years,Yes,two,None,Own,House,Hispanic,English
1,Male,Single or never married,14 thru 17,18 thru 24,Student or HS or College,Four to six years,Not Married,six,three,Live with Parents/Family,Other,White,English
2,Female,Married,18 thru 24,25 thru 34,Professional/Managerial,More than ten years,Yes,two,None,Rent,Apartment,White,English
9,Male,Married,65 and Over,55 thru 64,Professional/Managerial,More than ten years,No,three,three,Own,House,White,English
6,Female,Married,35 thru 44,25 thru 34,Professional/Managerial,More than ten years,No,four,two,Own,House,White,English
3,Female,Married,65 and Over,35 thru 44,Retired,NA,No,two,None,NA,Other,White,English
4,Female,Divorced or separated,65 and Over,25 thru 34,Retired,NA,Not Married,one,None,NA,Apartment,Asian,English
3,Female,Divorced or separated,55 thru 64,45 thru 54,Professional/Managerial,More than ten years,Not Married,two,None,Own,House,White,English
1,Female,Widowed,65 and Over,35 thru 44,Clerical/Service Worker,More than ten years,Not Married,one,None,Own,House,White,English
1,Male,Single or never married,14 thru 17,18 thru 24,Student or HS or College,Seven to ten years,Not Married,three,None,Live with Parents/Family,Condominium,Hispanic,English
6,Female,Married,25 thru 34,25 thru 34,Homemaker,More than ten years,No,four,two,Own,House,White,English
5,Male,Single or never married,35 thru 44,35 thru 44,Sales Worker,More than ten years,Not Married,one,None,Rent,Apartment,White,English
7,Female,Widowed,45 thru 54,35 thru 44,Retired,One to three years,Not Married,two,None,Rent,Apartment,White,English
7,Male,Single or never married,25 thru 34,35 thru 44,Professional/Managerial,One to three years,Not Married,two,None,Own,House,White,English
7,Male,Married,65 and Over,55 thru 64,NA,More than ten years,No,two,None,Own,House,White,English
5,Female,Married,65 and Over,35 thru 44,Retired,More than ten years,No,two,None,Own,NA,White,English
1,Female,Single or never married,18 thru 24,35 thru 44,Student or HS or College,Seven to ten years,Not Married,NA,None,Rent,Condominium,White,English
5,Male,Married,65 and Over,35 thru 44,Retired,More than ten years,No,two,None,Own,House,White,English
2,Female,Single or never married,25 thru 34,35 thru 44,Factory Worker/Laborer/Driver,More than ten years,Not Married,one,None,Rent,Apartment,White,English
2,Female,Single or never married,25 thru 34,25 thru 34,Factory Worker/Laborer/Driver,Seven to ten years,Not Married,three,one,Rent,Apartment,White,English
4,Female,Widowed,65 and Over,45 thru 54,Retired,More than ten years,Not Married,one,one,Rent,Apartment,White,English
8,Female,Married,55 thru 64,45 thru 54,Sales Worker,More than ten years,Yes,two,None,Own,House,White,English
8,Female,Married,35 thru 44,55 thru 64,Homemaker,Seven to ten years,No,five,three,Own,House,White,Other
4,Male,Married,65 and Over,45 thru 54,Retired,More than ten years,No,two,None,Own,House,White,English
5,Female,Single or never married,25 thru 34,35 thru 44,Clerical/Service Worker,More than ten years,Not Married,one,None,Rent,Apartment,White,English
4,Female,Single or never married,18 thru 24,35 thru 44,Student or HS or College,More than ten years,Not Married,four,None,Live with Parents/Family,House,White,English
9,Female,Single or never married,18 thru 24,25 thru 34,Sales Worker,Four to six years,Not Married,three,one,Live with Parents/Family,House,White,English
3,Female,Divorced or separated,65 and Over,55 thru 64,Professional/Managerial,More than ten years,Not Married,one,None,Rent,House,White,English
8,Male,Single or never married,25 thru 34,35 thru 44,Professional/Managerial,More than ten years,Not Married,two,None,Own,House,Pacific Islander,English
7,Male,Single or never married,25 thru 34,45 thru 54,Professional/Managerial,Four to six years,Not Married,two,None,Rent,Condominium,White,English
7,Male,Married,25 thru 34,45 thru 54,Professional/Managerial,Seven to ten years,Yes,three,one,Rent,Apartment,White,Other
7,Male,Single or never married,25 thru 34,35 thru 44,Professional/Managerial,More than ten years,Not Married,one,None,Rent,Condominium,White,English
8,Female,Married,25 thru 34,45 thru 54,Professional/Managerial,More than ten years,Yes,two,None,Own,House,White,English
1,Female,Single or never married,14 thru 17,18 thru 24,Student or HS or College,Seven to ten years,Not Married,three,one,Live with Parents/Family,House,Asian,English
8,Female,Married,45 thru 54,35 thru 44,Professional/Managerial,More than ten years,Yes,two,None,Own,House,White,English
6,Female,Single or never married,25 thru 34,45 thru 54,Professional/Managerial,More than ten years,Not Married,two,None,Own,House,Hispanic,English
8,Male,Married,55 thru 64,55 thru 64,Professional/Managerial,More than ten years,Yes,two,None,Own,House,White,English
3,Male,Married,65 and Over,25 thru 34,Retired,NA,No,NA,None,Own,House,White,English
4,Male,Living together or not married,25 thru 34,35 thru 44,Professional/Managerial,More than ten years,Yes,four,None,Rent,House,White,English
9,Female,Married,35 thru 44,35 thru 44,Homemaker,More than ten years,No,five,three,Own,House,White,English
6,Female,Married,45 thru 54,25 thru 34,Clerical/Service Worker,More than ten years,Yes,three,None,Own,House,White,English
9,Female,Married,55 thru 64,45 thru 54,Homemaker,More than ten years,No,two,None,Own,NA,White,English
1,Female,Married,45 thru 54,25 thru 34,Professional/Managerial,More than ten years,No,three,one,Own,House,White,English
8,Male,Married,35 thru 44,55 thru 64,Professional/Managerial,More than ten years,Yes,two,None,Own,Condominium,White,English
5,Male,Single or never married,18 thru 24,45 thru 54,Professional/Managerial,More than ten years,Not Married,three,None,Rent,Apartment,Asian,English
5,Female,Divorced or separated,25 thru 34,35 thru 44,Clerical/Service Worker,More than ten years,Not Married,four,one,Own,Mobile Home,Hispanic,English
2,Male,Single or never married,18 thru 24,45 thru 54,Clerical/Service Worker,Four to six years,Not Married,one,None,Live with Parents/Family,House,White,English
6,Female,Married,45 thru 54,18 thru 24,Homemaker,More than ten years,No,four,one,NA,Apartment,White,English
6,Male,Married,35 thru 44,14 thru 17,Sales Worker,More than ten years,Yes,three,one,Rent,Apartment,Hispanic,English
8,Female,Single or never married,18 thru 24,25 thru 34,Student or HS or College,More than ten years,Not Married,three,None,Live with Parents/Family,House,White,English
8,Female,Single or never married,18 thru 24,25 thru 34,Student or HS or College,More than ten years,Not Married,six,None,Rent,Other,White,English
1,Female,Single or never married,14 thru 17,NA,Student or HS or College,Four to six years,Not Married,four,two,Live with Parents/Family,House,Hispanic,English
7,Female,Divorced or separated,35 thru 44,55 thru 64,Professional/Managerial,More than ten years,Not Married,one,None,Own,House,White,English
9,Female,Married,25 thru 34,45 thru 54,Professional/Managerial,Seven to ten years,Yes,three,one,Own,House,White,English
5,Female,Single or never married,25 thru 34,35 thru 44,Professional/Managerial,More than ten years,Not Married,one,one,Own,House,White,English
8,Male,Married,65 and Over,45 thru 54,Retired,More than ten years,No,two,None,Own,House,White,English
9,Male,Married,45 thru 54,45 thru 54,Professional/Managerial,More than ten years,Yes,two,None,Own,House,White,NA
1,Male,Single or never married,14 thru 17,14 thru 17,Student or HS or College,More than ten years,Not Married,three,one,Live with Parents/Family,Condominium,Hispanic,English
4,Male,Married,25 thru 34,35 thru 44,NA,More than ten years,Yes,two,None,Rent,Condominium,White,English
8,Male,Married,55 thru 64,35 thru 44,Professional/Managerial,More than ten years,Yes,three,None,Own,House,White,English
7,Male,Divorced or separated,45 thru 54,25 thru 34,Factory Worker/Laborer/Driver,Seven to ten years,Not Married,four,one,Rent,House,White,English
9,Male,Married,25 thru 34,35 thru 44,Professional/Managerial,Seven to ten years,Yes,four,two,Rent,House,White,English
9,Male,Married,55 thru 64,45 thru 54,Professional/Managerial,More than ten years,Yes,two,None,Own,House,White,English
8,Male,Married,55 thru 64,55 thru 64,Professional/Managerial,More than ten years,Yes,three,one,Own,House,White,English
6,Female,Living together or not married,25 thru 34,35 thru 44,Factory Worker/Laborer/Driver,More than ten years,Not Married,two,None,Rent,Apartment,White,English
7,Male,Married,25 thru 34,35 thru 44,Factory Worker/Laborer/Driver,More than ten years,Yes,two,None,Own,House,White,English
9,Male,Married,55 thru 64,55 thru 64,Retired,More than ten years,No,two,None,Own,House,White,English
8,Male,Single or never married,18 thru 24,25 thru 34,Professional/Managerial,More than ten years,Not Married,three,None,Rent,Condominium,White,English
6,Male,Married,45 thru 54,NA,Sales Worker,More than ten years,Yes,four,two,Own,House,White,English
8,Male,Married,45 thru 54,55 thru 64,Professional/Managerial,More than ten years,No,two,one,Own,House,Black,English
9,Male,Single or never married,14 thru 17,18 thru 24,Clerical/Service Worker,More than ten years,Not Married,four,two,Live with Parents/Family,House,White,English
8,Male,Married,55 thru 64,45 thru 54,Professional/Managerial,More than ten years,No,two,None,Own,House,White,English
9,Male,Married,65 and Over,35 thru 44,Retired,More than ten years,Yes,two,None,Own,House,White,English
9,Male,Married,55 thru 64,35 thru 44,Professional/Managerial,More than ten years,Yes,two,None,Rent,House,White,English
4,Male,Single or never married,25 thru 34,35 thru 44,Student or HS or College,More than ten years,Not Married,four,None,Rent,House,White,English
9,Male,Single or never married,18 thru 24,35 thru 44,Factory Worker/Laborer/Driver,More than ten years,Not Married,three,None,Live with Parents/Family,House,White,English
8,Male,Married,45 thru 54,55 thru 64,Professional/Managerial,More than ten years,Not Married,three,None,Own,House,Black,English
5,Male,Single or never married,25 thru 34,55 thru 64,Professional/Managerial,More than ten years,Not Married,two,None,Rent,Apartment,White,English
7,Male,Married,45 thru 54,25 thru 34,Retired,More than ten years,Yes,three,None,Own,House,White,English
9,Female,Married,65 and Over,35 thru 44,Retired,More than ten years,No,three,None,Own,House,White,English
9,Male,Married,35 thru 44,55 thru 64,Professional/Managerial,More than ten years,Yes,three,one,Own,House,White,English
5,Male,Married,65 and Over,45 thru 54,Retired,More than ten years,No,two,None,Own,House,White,English
6,Female,Divorced or separated,55 thru 64,25 thru 34,Clerical/Service Worker,NA,Not Married,one,None,Own,Other,White,English
8,Male,Married,55 thru 64,35 thru 44,Professional/Managerial,More than ten years,Yes,three,one,Own,House,White,English
9,Male,Married,35 thru 44,45 thru 54,Sales Worker,More than ten years,Yes,four,two,Own,House,White,English
9,Male,Married,35 thru 44,55 thru 64,Professional/Managerial,More than ten years,Yes,two,None,Own,House,White,English
8,Male,Married,35 thru 44,55 thru 64,Professional/Managerial,More than ten years,Yes,four,two,Own,House,White,English
9,Male,Married,25 thru 34,55 thru 64,Professional/Managerial,More than ten years,Yes,two,None,Own,House,American Indian,English
